Sigma Ratio Sc_solvent Sc_all Rho Emol nbonds A11 A12 A13 A14 A15 A22 A23 A24 A25 A33 A34 A35 A44 A45 A55 B Gamma rD kB Fsrp Rsrp Press1 Press2 Comp1 Comp2 Comp3 Comp4 Comp5
1.01428 0.347869 3023.86 2990.66 7.59 9168.8949 661 -26.1 -11.22 0.0 0.0 0.0 -18.68 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 56.85 13.28 1.48 18.6 53.7 1.07 626.503 -0.132 0.988 0.012 0.0 0.0 0.0 
0.126635 0.429586 646.908 642.876 6.07 2602.8933 93 -27.53 -47.9 -17.34 -62.22 -31.38 -21.84 -37.13 -5.02 -37.78 -11.26 -25.9 -21.28 -54.49 -6.54 -57.84 36.58 12.94 1.53 42.5 30.3 1.03 98.374 -0.287 0.934 0.021 0.018 0.025 0.002 
12.723 0.214644 306.47 296.755 6.85 50718.119 1848 -49.21 -107.28 -120.56 -75.29 0.0 -13.72 -28.81 -3.57 0.0 -50.73 -30.95 0.0 -50.56 0.0 0.0 26.58 14.68 1.37 41.4 58.6 1.01 1.247 -0.742 0.959 0.005 0.024 0.012 0.0 
7.00773 0.237677 12378.6 11958.9 7.05 31925.105 1238 -57.89 -9.26 -18.52 0.0 0.0 -26.37 -11.34 0.0 0.0 -13.58 0.0 0.0 0.0 0.0 0.0 78.83 12.74 1.51 38.4 65.6 1.04 533.292 -0.534 0.959 0.018 0.023 0.0 0.0 
3.92428 0.298068 3025.79 3023.31 7.58 1951.0896 58 -36.58 -53.77 0.0 0.0 0.0 -33.76 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 49.47 14.72 1.49 52.1 80.6 1.07 461.698 -0.49 0.999 0.001 0.0 0.0 0.0 
12.7347 0.178379 116.665 111.373 7.8 39528.776 2828 -39.1 -26.2 -24.63 0.0 0.0 -15.21 -5.63 0.0 0.0 -29.89 0.0 0.0 0.0 0.0 0.0 10.92 14.66 1.16 18.9 95.8 1.06 -1.295 -0.675 0.952 0.023 0.025 0.0 0.0 
1.78896 0.367686 234.971 231.801 6.21 24675.584 728 -29.08 -62.52 0.0 0.0 0.0 -15.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 43.78 13.29 1.15 52.9 78.2 1.02 155.219 -0.127 0.985 0.015 0.0 0.0 0.0 
0.621295 0.326915 426.629 418.688 7.36 4536.5836 169 -17.7 -41.42 -22.66 -19.29 0.0 -44.75 -108.74 -96.21 0.0 -17.7 -1.77 0.0 -58.55 0.0 0.0 31.02 15.68 1.41 40.2 85.4 1.09 284.796 0.597 0.975 0.016 0.006 0.003 0.0 
0.451306 0.31772 3253.75 3218.55 7.14 12229.516 612 -32.11 -11.24 0.0 0.0 0.0 -52.03 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 48.13 13.94 1.68 28.3 70.2 1.03 363.147 -0.579 0.989 0.011 0.0 0.0 0.0 
3.68112 0.362968 4751.76 4622.32 6.89 20403.677 1530 -38.65 -95.47 -12.37 -76.91 0.0 -37.85 -59.42 -91.98 0.0 -36.58 -79.01 0.0 -10.36 0.0 0.0 69.49 14.91 1.53 17.5 55.5 1.07 474.122 -0.465 0.97 0.001 0.023 0.006 0.0 
5.25045 0.203775 8885.5 8662.22 6.79 18985.481 1425 -40.51 -34.84 -25.93 0.0 0.0 -53.94 -28.59 0.0 0.0 -30.74 0.0 0.0 0.0 0.0 0.0 73.72 12.0 1.6 17.7 32.2 1.1 471.452 -0.438 0.972 0.017 0.011 0.0 0.0 
0.00959768 0.333395 351.336 338.067 6.36 50743.548 1545 -10.66 -1.28 -26.54 0.0 0.0 -58.03 -80.08 0.0 0.0 -10.93 0.0 0.0 0.0 0.0 0.0 60.97 13.69 1.03 50.7 99.2 1.05 368.929 2.95 0.962 0.021 0.017 0.0 0.0 
1.71911 0.256065 4249.84 4001.74 6.81 45814.266 2304 -31.27 -22.2 -60.66 -24.7 0.0 -35.32 -67.46 -57.92 0.0 -14.68 -2.5 0.0 -50.19 0.0 0.0 46.46 13.93 1.65 28.5 41.6 1.06 270.706 -0.507 0.929 0.024 0.024 0.023 0.0 
1.28471 0.336236 5341.44 5273.36 7.7 14377.548 875 -14.44 -20.36 0.0 0.0 0.0 -20.39 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 65.78 13.88 1.31 22.7 51.2 1.01 854.703 3.48 0.984 0.016 0.0 0.0 0.0 
11.3606 0.245602 1372.25 1342.64 7.99 29427.58 1682 -48.81 -82.49 -52.71 0.0 0.0 -34.39 -62.59 0.0 0.0 -46.79 0.0 0.0 0.0 0.0 0.0 27.06 15.59 1.49 24.5 82.9 1.01 137.611 -1.016 0.973 0.007 0.02 0.0 0.0 
3.35122 0.190561 2271.77 2200.5 6.12 15163.483 1736 -39.99 -93.58 -30.39 -38.79 -43.59 -28.55 -41.68 -67.95 -9.14 -35.46 -61.7 -12.77 -57.99 -100.9 -17.49 47.28 14.41 1.5 10.8 75.4 1.01 117.873 -0.478 0.963 0.018 0.01 0.007 0.002 
3.16928 -0.0291259 4452.85 4372.5 7.6 19999.639 1249 -37.12 -35.64 0.0 0.0 0.0 -48.92 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 76.09 15.38 1.03 22.1 54.9 1.02 810.938 -0.154 0.979 0.021 0.0 0.0 0.0 
0.730967 0.338625 1507.22 1506.04 6.18 1207.2711 42 -19.7 -26.2 0.0 0.0 0.0 -10.82 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 71.3 15.67 1.22 43.6 95.2 1.07 350.945 1.059 0.999 0.001 0.0 0.0 0.0 
2.01898 0.257558 9450.14 9209.49 6.48 25934.18 2224 -50.23 -103.47 -116.53 -38.17 0.0 -57.15 -28.58 -128.02 0.0 -53.74 -35.47 0.0 -18.14 0.0 0.0 78.71 12.3 1.58 15.2 37.8 1.05 356.995 -0.526 0.953 0.003 0.021 0.023 0.0 
1.71905 0.278474 3742 3717.18 7.4 9410.1912 445 -35.59 -79.37 0.0 0.0 0.0 -53.35 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 47.27 13.75 1.67 30.6 76.7 1.0 390.581 -0.674 0.992 0.008 0.0 0.0 0.0 
4.45048 0.292091 9637.69 9425.86 6.41 42569.711 1687 -36.06 -82.94 -29.93 -48.32 0.0 -41.93 -91.41 -57.86 0.0 -11.16 -17.07 0.0 -27.38 0.0 0.0 63.29 14.26 1.68 37.5 39.3 1.05 290.471 -0.563 0.965 0.016 0.007 0.012 0.0 
1.82071 0.47025 702.481 680.296 7.36 29705.176 937 -29.26 -57.35 -35.7 -61.15 -65.54 -20.8 -13.1 -7.28 -13.1 -53.88 -15.63 -114.23 -26.52 -9.81 -32.34 52.88 14.92 1.15 49.0 39.0 1.03 473.096 -0.142 0.947 0.012 0.024 0.007 0.01 
12.7847 0.211471 1783.76 1664.94 7.77 104852.47 3932 -55.15 -102.58 -32.54 -72.8 -6.62 -59.52 -111.3 -9.52 -137.49 -19.26 -23.5 -30.43 -57.85 -126.69 -24.22 25.24 14.63 1.48 39.27 40.0 1.03 54.623 -0.987 0.929 0.006 0.023 0.021 0.021 
0.834255 0.336283 1737.42 1657.76 7.21 41909.027 1958 -16.27 -39.86 -6.83 -39.05 -3.42 -49.85 -5.98 -117.65 -20.44 -58.58 -21.09 -142.35 -54.6 -81.9 -34.48 63.19 15.34 1.26 30.9 32.8 1.04 616.631 1.995 0.936 0.02 0.009 0.021 0.014 
1.27784 -0.0319379 499.431 499.051 7.21 995.81845 49 -19.42 -35.15 0.0 0.0 0.0 -12.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 24.05 12.87 1.58 29.2 47.9 1.07 178.527 -0.094 0.999 0.001 0.0 0.0 0.0 
4.64749 0.203316 103.405 98.8105 6.44 14003.348 1048 -34.91 -28.28 -64.93 -18.15 -69.12 -45.9 -22.49 -11.93 -50.03 -50.25 -69.34 -44.22 -33.92 -28.83 -51.68 24.65 15.8 1.16 17.9 84.1 1.01 28.279 -0.338 0.928 0.025 0.024 0.002 0.021 
12.3076 0.148186 3062.54 2935.48 7.12 21111.565 2284 -41.89 -51.52 -9.63 -6.28 -83.78 -14.35 -4.59 -30.42 -33.87 -36.89 -15.49 -23.61 -37.66 -28.62 -11.84 11.69 15.87 1.09 11.2 53.9 1.04 -4.251 -0.564 0.954 0.003 0.004 0.025 0.014 
9.81069 0.142732 40.0868 39.5015 6.47 26923.398 811 -46.9 -73.16 -105.99 0.0 0.0 -47.01 -74.28 0.0 0.0 -20.07 0.0 0.0 0.0 0.0 0.0 24.29 14.39 1.07 51.7 35.2 1.04 -20.406 -0.431 0.968 0.016 0.016 0.0 0.0 
0.39766 0.33515 2993 2968.04 7.15 17182.008 556 -19.46 -19.65 0.0 0.0 0.0 -39.66 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 72.61 14.01 1.35 47.6 71.1 1.07 691.018 1.529 0.99 0.01 0.0 0.0 0.0 
7.28028 0.180034 28.3125 27.9152 7.76 23148.92 912 -29.74 -46.99 0.0 0.0 0.0 -25.99 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 12.93 15.82 1.03 37.8 88.4 1.0 22.315 -0.379 0.985 0.015 0.0 0.0 0.0 
0.336484 0.298547 883.536 860.14 7.04 15615.547 549 -34.34 -39.15 -35.37 -55.63 -31.25 -51.89 -56.04 -95.48 -17.12 -30.1 -71.94 -24.38 -50.63 -47.59 -26.2 46.72 13.73 1.34 43.2 53.5 1.06 310.498 -0.308 0.961 0.018 0.009 0.002 0.01 
10.518 -0.499306 206.768 204.306 7.51 6704.524 776 -37.69 -70.86 0.0 0.0 0.0 -34.22 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 16.83 15.63 1.36 10.7 51.4 1.02 13.878 -0.789 0.986 0.014 0.0 0.0 0.0 
0.72205 0.387477 214.492 199.848 6.71 30601.74 2504 -25.57 -13.55 -59.58 -33.24 -39.63 -35.26 -45.13 -68.05 -63.47 -17.64 -26.64 -9.53 -44.27 -18.15 -33.4 39.75 12.58 1.02 16.2 66.7 1.03 216.935 -0.028 0.927 0.023 0.015 0.011 0.024 
7.98598 -0.753906 193.426 188.93 6.87 33140.92 1389 -45.88 -66.98 -97.72 -45.88 0.0 -55.92 -45.85 -58.16 0.0 -37.51 -42.39 0.0 -31.83 0.0 0.0 42.19 13.43 1.12 35.2 86.4 1.0 175.021 -0.31 0.973 0.001 0.009 0.017 0.0 
3.10493 0.317952 2084.65 2043.48 6.06 27851.041 1089 -33.91 -81.38 -18.31 0.0 0.0 -34.87 -34.17 0.0 0.0 -20.47 0.0 0.0 0.0 0.0 0.0 39.21 14.01 1.69 38.2 27.8 1.04 94.74 -0.61 0.967 0.01 0.023 0.0 0.0 
14.8706 0.259445 1049.97 1040.03 7.97 14941.065 684 -43.07 -59.44 0.0 0.0 0.0 -53.93 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 17.19 13.14 1.67 31.7 67.7 1.03 16.351 -1.513 0.989 0.011 0.0 0.0 0.0 
0.591185 0.543452 8448.06 8026.08 7.49 97584.02 3669 -31.89 -58.68 -8.61 -56.76 0.0 -21.21 -5.94 -10.82 0.0 -32.81 -23.62 0.0 -53.29 0.0 0.0 77.06 14.27 1.21 41.0 74.7 1.01 801.347 -0.141 0.937 0.025 0.022 0.016 0.0 
3.4375 0.0564887 3439.47 3364.23 6.26 45347.64 1440 -48.22 -116.69 -17.36 -93.06 0.0 -39.3 -4.32 -7.07 0.0 -46.22 -15.71 0.0 -42.59 0.0 0.0 69.74 15.06 1.39 48.9 27.7 1.07 241.7 -0.431 0.968 0.008 0.002 0.022 0.0 
6.74885 0.169304 1148.5 1125.2 7.52 18669.479 513 -53.55 -22.49 -122.09 -53.55 -89.96 -31.92 -25.54 -37.35 -63.2 -16.11 -37.7 -27.71 -40.58 -32.87 -19.33 54.79 14.09 1.21 57.5 94.1 1.03 406.577 -0.391 0.967 0.013 0.011 0.006 0.003 
8.70449 0.229256 7844.23 7698.61 7.59 30156.337 1387 -48.88 -106.56 0.0 0.0 0.0 -58.89 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 61.32 13.26 1.56 31.5 74.3 1.0 528.923 -0.658 0.976 0.024 0.0 0.0 0.0 
1.33392 0.337894 1801.11 1762.95 6.38 11590.169 1099 -14.16 -6.66 -32.85 0.0 0.0 -40.95 -51.19 0.0 0.0 -10.68 0.0 0.0 0.0 0.0 0.0 46.32 15.81 1.56 13.4 60.6 1.01 263.62 1.824 0.978 0.014 0.008 0.0 0.0 
1.23886 0.336317 2595.96 2549.44 6.43 37249.603 1186 -11.1 -13.65 0.0 0.0 0.0 -17.34 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 75.32 13.09 1.42 48.5 47.0 1.03 489.901 3.269 0.976 0.024 0.0 0.0 0.0 
6.82357 0.283951 5820.71 5750.85 6.77 23736.832 757 -47.1 -100.79 -88.55 0.0 0.0 -14.03 -28.2 0.0 0.0 -21.19 0.0 0.0 0.0 0.0 0.0 59.13 15.14 1.67 48.3 64.5 1.07 297.985 -0.806 0.984 0.014 0.002 0.0 0.0 
7.01836 0.173919 279.484 278.086 6.83 8499.7553 261 -46.24 -93.4 -86.01 0.0 0.0 -32.35 -57.26 0.0 0.0 -58.79 0.0 0.0 0.0 0.0 0.0 28.47 13.34 1.39 50.5 81.3 1.04 38.958 -0.614 0.974 0.021 0.005 0.0 0.0 
5.54978 0.236413 8508.8 8478.2 6.31 7342.379 220 -54.15 -107.76 0.0 0.0 0.0 -54.2 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 73.22 14.61 1.51 51.9 94.4 1.0 262.791 -0.568 0.995 0.005 0.0 0.0 0.0 
8.7234 0.212332 279.621 274.685 7.68 17475.28 1180 -41.37 -97.22 0.0 0.0 0.0 -38.15 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 25.98 13.61 1.33 20.2 35.4 1.0 121.434 -0.561 0.98 0.02 0.0 0.0 0.0 
0.147991 0.340967 10993 10654.8 6.03 9297.0703 347 -21.15 -43.99 -19.67 -17.55 -42.72 -43.98 -98.52 -38.26 -66.85 -51.42 -44.74 -61.19 -43.49 -9.13 -46.6 70.91 15.13 1.61 40.3 96.8 1.07 295.615 0.648 0.954 0.019 0.016 0.002 0.009 
0.620995 0.355715 594.586 582.905 7.59 6749.695 220 -21.45 -6.44 -34.11 0.0 0.0 -53.98 -76.11 0.0 0.0 -53.65 0.0 0.0 0.0 0.0 0.0 48.9 13.26 1.19 47.2 66.2 1.03 546.261 0.414 0.976 0.02 0.004 0.0 0.0 
0.553873 0.480143 2421.63 2375.95 6.48 24879.164 1085 -21.63 -39.8 -41.1 -3.03 0.0 -32.23 -48.99 -40.93 0.0 -11.01 -19.27 0.0 -37.61 0.0 0.0 51.26 13.03 1.63 33.5 82.0 1.06 286.919 0.299 0.978 0.011 0.005 0.006 0.0 
0.631684 0.438274 406.561 395.409 7.38 66096.718 1789 -26.44 -33.31 -37.28 0.0 0.0 -42.01 -54.19 0.0 0.0 -23.09 0.0 0.0 0.0 0.0 0.0 42.92 13.39 1.21 58.6 65.3 1.1 385.139 -0.115 0.969 0.014 0.017 0.0 0.0 
3.16936 0.316765 1568.28 1541.35 6.09 28892.634 974 -34.88 -81.62 0.0 0.0 0.0 -51.14 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 33.03 14.04 1.66 45.3 81.9 1.09 55.69 -0.676 0.979 0.021 0.0 0.0 0.0 
27.2928 0.225392 2160.96 2149.71 7.91 11423.954 306 -55.78 -90.36 -65.82 0.0 0.0 -42.2 -67.52 0.0 0.0 -14.38 0.0 0.0 0.0 0.0 0.0 15.93 13.18 1.62 59.2 46.2 1.01 -10.413 -2.086 0.989 0.006 0.005 0.0 0.0 
5.54512 0.176386 1226.24 1192.15 6.78 14184.139 1445 -54.75 -52.56 -38.32 -18.07 0.0 -12.94 -24.2 -11.78 0.0 -13.18 -26.36 0.0 -30.78 0.0 0.0 69.62 12.15 1.25 12.4 44.0 1.01 369.221 -0.358 0.945 0.025 0.022 0.008 0.0 
1.40631 0.338384 1290.55 1250.95 6.95 10804.046 323 -11.04 -19.1 -7.73 -26.28 0.0 -59.1 -118.79 -37.82 0.0 -47.69 -51.98 0.0 -15.35 0.0 0.0 25.46 14.55 1.59 52.1 38.8 1.05 197.112 2.061 0.963 0.025 0.006 0.006 0.0 
12.5741 0.414164 170.465 169.369 7.81 5754.6456 427 -57.39 -101.58 0.0 0.0 0.0 -22.33 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 32.09 14.53 1.02 18.1 71.1 1.01 135.241 -0.484 0.993 0.007 0.0 0.0 0.0 
1.19312 -0.137572 3669.05 3602.39 7.27 43346.817 1207 -35.65 -30.66 0.0 0.0 0.0 -38.88 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 52.44 14.83 1.52 56.7 57.9 1.06 422.952 -0.498 0.978 0.022 0.0 0.0 0.0 
4.91365 -0.108163 187.654 183.974 6.21 24178.693 871 -33.9 -79.33 -14.24 -62.38 0.0 -16.69 -19.53 -7.51 0.0 -23.53 -36.47 0.0 -21.97 0.0 0.0 29.37 12.04 1.33 42.0 32.0 1.01 51.924 -0.304 0.975 0.002 0.005 0.018 0.0 
0.839203 0.601838 8626.48 8568.88 6.86 9610.5117 375 -29.78 -8.34 0.0 0.0 0.0 -23.08 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 72.88 15.92 1.56 38.2 27.6 1.05 537.773 -0.295 0.993 0.007 0.0 0.0 0.0 
0.687048 0.339287 7396.53 7276.68 7.5 19818.294 585 -19.67 -21.44 -4.52 -33.05 0.0 -53.88 -120.15 -12.39 0.0 -11.98 -5.63 0.0 -49.36 0.0 0.0 58.12 14.55 1.64 52.8 66.2 1.0 649.363 1.254 0.979 0.011 0.009 0.001 0.0 
1.68557 0.269282 2304.21 2277.75 7.34 14128.435 401 -25.53 -11.74 -24.0 0.0 0.0 -19.3 -10.81 0.0 0.0 -16.2 0.0 0.0 0.0 0.0 0.0 41.63 12.1 1.64 55.4 33.1 1.01 370.711 -0.276 0.983 0.01 0.007 0.0 0.0 
1.64718 -0.00717658 1302.87 1278.18 6.34 16004.177 964 -28.04 -3.08 -58.88 0.0 0.0 -49.43 -92.43 0.0 0.0 -15.82 0.0 0.0 0.0 0.0 0.0 50.47 13.29 1.39 22.8 97.8 1.1 225.8 -0.18 0.98 0.008 0.012 0.0 0.0 
3.74383 0.12783 255.449 252.354 6.57 13721.456 703 -39.48 -65.54 0.0 0.0 0.0 -42.79 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 53.69 12.33 1.1 27.9 44.4 1.05 246.181 -0.204 0.986 0.014 0.0 0.0 0.0 
0.575435 0.450662 3146.44 3129.92 7.26 3368.7733 365 -26.5 -29.68 0.0 0.0 0.0 -35.23 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 51.12 12.41 1.67 11.5 26.8 1.01 453.902 -0.292 0.993 0.007 0.0 0.0 0.0 
7.56958 -0.0700412 2535.66 2497.15 6.08 11313.155 938 -51.6 -78.95 0.0 0.0 0.0 -47.15 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 73.59 13.63 1.17 15.9 96.0 1.06 213.594 -0.29 0.98 0.02 0.0 0.0 0.0 
11.7195 0.213047 783.094 778.016 6.19 11600.391 335 -52.84 -89.3 -82.43 0.0 0.0 -52.75 -27.43 0.0 0.0 -31.96 0.0 0.0 0.0 0.0 0.0 28.26 14.66 1.49 54.2 93.2 1.07 -6.552 -0.846 0.969 0.024 0.007 0.0 0.0 
0.029294 0.333387 257.625 257.334 7.28 488.62546 56 -10.35 -13.97 -12.94 0.0 0.0 -16.89 -31.42 0.0 0.0 -52.35 0.0 0.0 0.0 0.0 0.0 54.32 14.07 1.01 10.7 97.8 1.06 583.562 4.087 0.989 0.01 0.001 0.0 0.0 
9.87507 0.113491 777.944 772.174 7.52 11924.46 332 -55.64 -55.64 -34.5 0.0 0.0 -42.26 -91.7 0.0 0.0 -22.4 0.0 0.0 0.0 0.0 0.0 61.75 12.08 1.18 56.8 32.6 1.05 488.812 -0.365 0.973 0.021 0.006 0.0 0.0 
8.50407 0.303232 416.573 406.963 7.19 48501.696 1500 -42.38 -104.25 -82.22 -53.4 0.0 -11.09 -27.28 -22.73 0.0 -27.72 -43.52 0.0 -38.4 0.0 0.0 24.13 12.48 1.53 50.1 28.6 1.02 43.504 -0.791 0.971 0.018 0.005 0.006 0.0 
2.58592 0.381391 903.864 901.316 7.93 6604.232 175 -20.12 -9.86 0.0 0.0 0.0 -53.11 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 40.08 13.9 1.34 59.6 83.9 1.02 524.92 0.5 0.997 0.003 0.0 0.0 0.0 
9.06143 0.0405334 744.425 721.762 7.16 20188.535 2053 -54.86 -59.8 -44.44 -112.46 -58.7 -31.97 -39.96 -48.59 -46.04 -33.81 -48.69 -14.88 -36.11 -58.5 -38.49 59.6 15.32 1.03 12.5 98.2 1.04 365.381 -0.323 0.963 0.014 0.008 0.004 0.011 
5.38276 0.0950394 803.064 774.296 6.01 26502.11 1617 -43.32 -19.93 -8.23 -107.0 0.0 -55.65 -62.33 -90.15 0.0 -52.21 -122.69 0.0 -18.29 0.0 0.0 59.64 15.92 1.04 22.5 99.2 1.08 150.12 -0.211 0.959 0.006 0.01 0.025 0.0 
1.19682 0.337046 265.544 263.286 6.58 18304.177 513 -11.56 -26.7 0.0 0.0 0.0 -46.57 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 41.69 14.47 1.21 56.2 34.8 1.02 279.583 2.445 0.99 0.01 0.0 0.0 0.0 
3.66403 0.810959 1817.96 1746.22 6.2 29347.952 1164 -44.71 -14.75 -18.78 0.0 0.0 -24.23 -5.09 0.0 0.0 -11.03 0.0 0.0 0.0 0.0 0.0 66.74 14.65 1.25 37.5 86.0 1.02 241.855 -0.258 0.952 0.024 0.024 0.0 0.0 
7.05709 0.102754 211.045 206.026 6.17 46835.165 1291 -39.62 -52.69 -70.52 -74.09 0.0 -17.04 -7.33 -33.57 0.0 -45.91 -43.16 0.0 -42.27 0.0 0.0 24.92 12.38 1.48 57.3 83.1 1.0 0.976 -0.569 0.973 0.006 0.008 0.013 0.0 
1.90952 0.430434 378.255 365.818 6.08 24591.422 1727 -33.51 -30.83 -72.72 -69.37 -72.38 -44.79 -8.06 -97.64 -90.92 -39.35 -43.28 -38.96 -22.87 -18.52 -59.75 44.34 12.85 1.21 19.3 89.9 1.01 115.075 -0.204 0.956 0.002 0.005 0.019 0.018 
0.610336 0.319463 888.181 845.983 7.47 90616.436 2531 -23.29 -55.9 -16.54 -30.98 -23.76 -13.0 -2.86 -8.06 -17.16 -25.76 -20.09 -47.91 -44.85 -109.88 -55.76 11.17 14.94 1.67 56.1 32.6 1.05 20.812 -1.234 0.938 0.008 0.01 0.025 0.019 
8.38005 -0.62458 954.964 949.269 7.08 8303.3229 383 -51.85 -57.55 -58.59 0.0 0.0 -53.07 -77.48 0.0 0.0 -49.98 0.0 0.0 0.0 0.0 0.0 42.25 15.92 1.43 31.5 38.1 1.07 184.606 -0.684 0.99 0.003 0.007 0.0 0.0 
13.5204 0.138863 113.089 110.596 6.84 10794.216 1260 -40.56 -31.64 -98.97 0.0 0.0 -39.32 -82.18 0.0 0.0 -53.48 0.0 0.0 0.0 0.0 0.0 13.55 13.79 1.11 10.6 83.2 1.09 -3.87 0.934 0.976 0.007 0.017 0.0 0.0 
4.85396 0.297676 1703.65 1674.32 6.45 16405.743 1153 -46.0 -102.58 0.0 0.0 0.0 -43.91 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 32.89 15.32 1.7 19.3 86.8 1.07 41.315 -1.082 0.977 0.023 0.0 0.0 0.0 
2.80819 0.28223 63.7564 63.1061 7.96 21726.699 669 -30.12 -32.83 -58.43 0.0 0.0 -31.71 -48.83 0.0 0.0 -32.88 0.0 0.0 0.0 0.0 0.0 18.72 12.2 1.18 50.5 79.9 1.05 121.941 -0.321 0.986 0.003 0.011 0.0 0.0 
13.4532 0.135603 108.074 106.41 6.18 23340.078 819 -50.5 -78.78 0.0 0.0 0.0 -36.03 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 24.06 13.84 1.11 43.3 84.1 1.06 -4.116 -0.491 0.983 0.017 0.0 0.0 0.0 
4.33797 -0.365138 1003.25 945.087 7.33 53362.023 3297 -35.97 -25.54 -71.22 -60.07 -4.32 -37.43 -22.46 -51.65 -50.16 -29.96 -24.27 -29.36 -53.44 -87.11 -40.55 51.52 12.93 1.16 21.32 60.6 1.07 421.02 -0.216 0.94 0.019 0.022 0.003 0.016 
4.56425 0.256145 2780.19 2634.85 6.45 42048.834 1706 -49.49 -6.43 -25.24 -80.67 -62.85 -31.33 -44.18 -5.95 -8.46 -11.86 -21.11 -14.59 -59.29 -135.18 -53.26 66.44 13.98 1.29 36.5 94.1 1.05 272.997 -0.34 0.937 0.024 0.005 0.011 0.023 
1.99547 0.605081 692.523 665.04 7.5 66058.497 2137 -23.75 -16.15 -51.06 -29.45 0.0 -16.47 -33.1 -40.19 0.0 -50.33 -51.34 0.0 -48.68 0.0 0.0 39.59 14.59 1.28 47.6 62.2 1.06 383.238 -0.061 0.952 0.011 0.019 0.018 0.0 
1.43438 -0.0982113 580.03 558.629 7.25 19064.435 2099 -30.07 -70.97 -30.07 -30.37 -51.72 -41.72 -94.29 -31.71 -85.11 -34.33 -71.06 -23.69 -40.72 -40.31 -59.25 44.82 12.86 1.28 11.3 78.5 1.05 356.328 -0.212 0.956 0.007 0.013 0.021 0.003 
2.67606 0.378381 11419.9 11309.9 7.11 8667.0621 658 -32.91 -75.36 -24.35 0.0 0.0 -13.59 -7.61 0.0 0.0 -12.0 0.0 0.0 0.0 0.0 0.0 77.17 14.72 1.56 17.6 77.9 1.03 653.451 -0.381 0.986 0.002 0.012 0.0 0.0 
1.52806 0.166957 246.508 246.301 6.9 1120.4217 53 -32.26 -44.2 0.0 0.0 0.0 -32.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 49.74 12.09 1.19 30.3 64.8 1.06 321.061 -0.17 0.999 0.001 0.0 0.0 0.0 
3.84782 0.403155 64.5272 63.4844 6.31 7825.4063 882 -26.42 -24.31 -41.48 0.0 0.0 -43.22 -53.16 0.0 0.0 -59.96 0.0 0.0 0.0 0.0 0.0 26.16 12.7 1.26 11.0 35.1 1.05 72.197 -0.211 0.98 0.007 0.013 0.0 0.0 
3.79038 0.256348 961.458 932.294 7.5 13926.173 1207 -37.59 -83.07 -68.04 -50.75 0.0 -33.65 -61.24 -55.52 0.0 -56.91 -108.13 0.0 -37.31 0.0 0.0 34.76 15.77 1.44 15.1 50.8 1.06 234.388 -0.595 0.95 0.003 0.024 0.023 0.0 
1.12252 0.314905 140.179 135.233 6.09 35276 998 -21.31 -29.62 -30.9 -14.06 0.0 -56.29 -60.23 -16.32 0.0 -47.78 -108.46 0.0 -50.92 0.0 0.0 16.14 13.89 1.42 55.4 67.1 1.06 22.225 -0.293 0.96 0.019 0.002 0.019 0.0 
0.746192 0.335104 1085.62 1042.37 6.79 19251.308 2154 -14.25 -8.69 -22.66 0.0 0.0 -59.38 -59.38 0.0 0.0 -11.81 0.0 0.0 0.0 0.0 0.0 33.03 13.73 1.58 10.6 84.5 1.04 232.75 1.477 0.959 0.02 0.021 0.0 0.0 
